sampling,fs,classifier,data,cv f1,train f1,test f1,test auc,test precision,test recall,test accuracy,test precision (1),test recall (1),test f1 (1),test precision (0),test recall (0),test f1 (0)
b'raw',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.663643613767,1.0,0.680555555556,0.620535714286,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.652877392385,1.0,0.740740740741,0.571428571429,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'up_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.663643613767,1.0,0.680555555556,0.625,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.663643613767,1.0,0.680555555556,0.620535714286,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.78125,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.616825925866,0.900244378146,0.625514403292,0.486607142857,0.642735042735,0.611111111111,0.611111111111,0.2,0.25,0.222222222222,0.769230769231,0.714285714286,0.740740740741
b'up_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.682688987945,1.0,0.680555555556,0.529017857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.666666666667,0.613839285714,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'raw',b'filter: anova',b'knn',b'genomic_epidemiological',0.66709459416,0.956199698189,0.680555555556,0.540178571429,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.659920209512,1.0,0.740740740741,0.607142857143,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'up_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.663643613767,1.0,0.769332670972,0.555803571429,0.784511784512,0.805555555556,0.805555555556,0.666666666667,0.25,0.363636363636,0.818181818182,0.964285714286,0.885245901639
b'smote_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.0876095056622,0.0876458752515,0.0808080808081,0.5,0.0493827160494,0.222222222222,0.222222222222,0.222222222222,1.0,0.363636363636,0.0,0.0,0.0
b'raw',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.697674261609,1.0,0.666666666667,0.526785714286,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'down_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.648294951699,1.0,0.666666666667,0.486607142857,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'up_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.697674261609,1.0,0.666666666667,0.526785714286,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'smote_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.697674261609,1.0,0.666666666667,0.526785714286,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'raw',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.666666666667,0.537946428571,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'down_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.555427909007,0.906652167909,0.560846560847,0.379464285714,0.609067261241,0.527777777778,0.527777777778,0.153846153846,0.25,0.190476190476,0.739130434783,0.607142857143,0.666666666667
b'up_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.663502757425,1.0,0.680555555556,0.611607142857,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
