sampling,fs,classifier,data,cv f1,train f1,test f1,test auc,test precision,test recall,test accuracy,test precision (1),test recall (1),test f1 (1),test precision (0),test recall (0),test f1 (0)
b'raw',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.410714285714,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.672565548579,1.0,0.652329749104,0.473214285714,0.59477124183,0.722222222222,0.722222222222,0.0,0.0,0.0,0.764705882353,0.928571428571,0.838709677419
b'up_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.410714285714,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.415178571429,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'filter: anova',b'rf',b'genomic_epidemiological',0.682688987945,1.0,0.680555555556,0.310267857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.617857930427,0.913080458671,0.41316872428,0.433035714286,0.526659786722,0.361111111111,0.361111111111,0.105263157895,0.25,0.148148148148,0.647058823529,0.392857142857,0.488888888889
b'up_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.682161649553,1.0,0.740740740741,0.555803571429,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'smote_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.462053571429,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'filter: anova',b'knn',b'genomic_epidemiological',0.66709459416,0.956199698189,0.680555555556,0.535714285714,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.678189708067,0.992919653502,0.721863799283,0.370535714286,0.728758169935,0.777777777778,0.777777777778,0.5,0.125,0.2,0.794117647059,0.964285714286,0.870967741935
