sampling,fs,classifier,data,cv f1,train f1,test f1,test auc,test precision,test recall,test accuracy,test precision (1),test recall (1),test f1 (1),test precision (0),test recall (0),test f1 (0)
b'raw',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.66709459416,1.0,0.740740740741,0.611607142857,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'down_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.641137954832,1.0,0.685185185185,0.544642857143,0.663194444444,0.722222222222,0.722222222222,0.25,0.125,0.166666666667,0.78125,0.892857142857,0.833333333333
b'up_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.66709459416,1.0,0.740740740741,0.611607142857,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'smote_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.66709459416,1.0,0.740740740741,0.611607142857,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'raw',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.361607142857,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.595653031586,0.926010167284,0.668046928916,0.566964285714,0.740740740741,0.638888888889,0.638888888889,0.333333333333,0.625,0.434782608696,0.857142857143,0.642857142857,0.734693877551
b'up_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.564732142857,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.350446428571,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'filter: anova',b'knn',b'genomic_epidemiological',0.66709459416,0.956199698189,0.680555555556,0.578125,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.663643613767,0.963740392809,0.63752276867,0.435267857143,0.589225589226,0.694444444444,0.694444444444,0.0,0.0,0.0,0.757575757576,0.892857142857,0.819672131148
b'up_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.668672743577,0.992919653502,0.666666666667,0.575892857143,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'smote_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.0876095056622,0.0876458752515,0.0808080808081,0.5,0.0493827160494,0.222222222222,0.222222222222,0.222222222222,1.0,0.363636363636,0.0,0.0,0.0
b'raw',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.641675762539,1.0,0.652329749104,0.53125,0.59477124183,0.722222222222,0.722222222222,0.0,0.0,0.0,0.764705882353,0.928571428571,0.838709677419
b'down_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.569622213255,0.979185120836,0.648604269294,0.441964285714,0.633333333333,0.666666666667,0.666666666667,0.166666666667,0.125,0.142857142857,0.766666666667,0.821428571429,0.793103448276
b'up_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.641675762539,1.0,0.652329749104,0.53125,0.59477124183,0.722222222222,0.722222222222,0.0,0.0,0.0,0.764705882353,0.928571428571,0.838709677419
b'smote_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.641675762539,1.0,0.652329749104,0.53125,0.59477124183,0.722222222222,0.722222222222,0.0,0.0,0.0,0.764705882353,0.928571428571,0.838709677419
b'raw',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.412946428571,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.552594221408,0.830376735048,0.514837819186,0.453125,0.585185185185,0.472222222222,0.472222222222,0.133333333333,0.25,0.173913043478,0.714285714286,0.535714285714,0.612244897959
b'up_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.660051777033,1.0,0.680555555556,0.421875,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.457589285714,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'wrapper: rfe_lr',b'knn',b'genomic_epidemiological',0.669929751211,0.81789972572,0.740740740741,0.544642857143,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'down_sample',b'wrapper: rfe_lr',b'knn',b'genomic_epidemiological',0.645541120596,0.782222512796,0.630019493177,0.419642857143,0.621784345922,0.638888888889,0.638888888889,0.142857142857,0.125,0.133333333333,0.758620689655,0.785714285714,0.771929824561
