sampling,fs,classifier,data,cv f1,train f1,test f1,test auc,test precision,test recall,test accuracy,test precision (1),test recall (1),test f1 (1),test precision (0),test recall (0),test f1 (0)
b'raw',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.682688987945,1.0,0.680555555556,0.638392857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.676603614959,1.0,0.666666666667,0.582589285714,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'up_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.682688987945,1.0,0.680555555556,0.638392857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'filter: anova',b'linear_svm',b'genomic_epidemiological',0.682688987945,1.0,0.680555555556,0.638392857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.622767857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.729178775213,0.817655315995,0.635042735043,0.571428571429,0.671296296296,0.611111111111,0.611111111111,0.25,0.375,0.3,0.791666666667,0.678571428571,0.730769230769
b'up_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.511160714286,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'filter: anova',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.666666666667,0.314732142857,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'raw',b'filter: anova',b'knn',b'genomic_epidemiological',0.66709459416,0.956199698189,0.740740740741,0.609375,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'down_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.681781544802,0.948546722899,0.680555555556,0.607142857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'up_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.703695125049,0.971176082943,0.680555555556,0.631696428571,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'filter: anova',b'knn',b'genomic_epidemiological',0.0876095056622,0.0876458752515,0.0808080808081,0.5,0.0493827160494,0.222222222222,0.222222222222,0.222222222222,1.0,0.363636363636,0.0,0.0,0.0
b'raw',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.671819132762,1.0,0.66695639577,0.616071428571,0.646594982079,0.694444444444,0.694444444444,0.2,0.125,0.153846153846,0.774193548387,0.857142857143,0.813559322034
b'down_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.610030532906,1.0,0.66695639577,0.602678571429,0.646594982079,0.694444444444,0.694444444444,0.2,0.125,0.153846153846,0.774193548387,0.857142857143,0.813559322034
b'up_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.671819132762,1.0,0.66695639577,0.618303571429,0.646594982079,0.694444444444,0.694444444444,0.2,0.125,0.153846153846,0.774193548387,0.857142857143,0.813559322034
b'smote_sample',b'wrapper: rfe_lr',b'linear_svm',b'genomic_epidemiological',0.671819132762,1.0,0.66695639577,0.618303571429,0.646594982079,0.694444444444,0.694444444444,0.2,0.125,0.153846153846,0.774193548387,0.857142857143,0.813559322034
b'raw',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.66709459416,1.0,0.680555555556,0.761160714286,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.591201992781,0.824020970953,0.515226337449,0.488839285714,0.641554867561,0.472222222222,0.472222222222,0.210526315789,0.5,0.296296296296,0.764705882353,0.464285714286,0.577777777778
b'up_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.67833056441,1.0,0.680555555556,0.497767857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'wrapper: rfe_lr',b'rf',b'genomic_epidemiological',0.682688987945,1.0,0.680555555556,0.513392857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'wrapper: rfe_lr',b'knn',b'genomic_epidemiological',0.66709459416,0.666685371191,0.680555555556,0.439732142857,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'wrapper: rfe_lr',b'knn',b'genomic_epidemiological',0.583058140242,0.403738384425,0.237837837838,0.370535714286,0.48275862069,0.25,0.25,0.172413793103,0.625,0.27027027027,0.571428571429,0.142857142857,0.228571428571
b'up_sample',b'wrapper: rfe_lr',b'knn',b'genomic_epidemiological',0.585278604068,0.784476488264,0.582905982906,0.497767857143,0.62037037037,0.555555555556,0.555555555556,0.166666666667,0.25,0.2,0.75,0.642857142857,0.692307692308
b'smote_sample',b'wrapper: rfe_lr',b'knn',b'genomic_epidemiological',0.410915856307,0.692361070111,0.513931888545,0.589285714286,0.846153846154,0.5,0.5,0.307692307692,1.0,0.470588235294,1.0,0.357142857143,0.526315789474
b'raw',b'embedded: rlr_l1',b'linear_svm',b'genomic_epidemiological',0.68990660972,1.0,0.680555555556,0.571428571429,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'embedded: rlr_l1',b'linear_svm',b'genomic_epidemiological',0.695883874679,1.0,0.740740740741,0.553571428571,0.844444444444,0.805555555556,0.805555555556,1.0,0.125,0.222222222222,0.8,1.0,0.888888888889
b'up_sample',b'embedded: rlr_l1',b'linear_svm',b'genomic_epidemiological',0.68990660972,1.0,0.680555555556,0.571428571429,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'embedded: rlr_l1',b'linear_svm',b'genomic_epidemiological',0.68990660972,1.0,0.680555555556,0.566964285714,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'embedded: rlr_l1',b'rf',b'genomic_epidemiological',0.682161649553,1.0,0.680555555556,0.408482142857,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'embedded: rlr_l1',b'rf',b'genomic_epidemiological',0.707330060187,0.868418875952,0.635042735043,0.571428571429,0.671296296296,0.611111111111,0.611111111111,0.25,0.375,0.3,0.791666666667,0.678571428571,0.730769230769
b'up_sample',b'embedded: rlr_l1',b'rf',b'genomic_epidemiological',0.707304510016,1.0,0.680555555556,0.553571428571,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'smote_sample',b'embedded: rlr_l1',b'rf',b'genomic_epidemiological',0.686223235156,1.0,0.680555555556,0.270089285714,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'raw',b'embedded: rlr_l1',b'knn',b'genomic_epidemiological',0.693784101853,1.0,0.680555555556,0.482142857143,0.604938271605,0.777777777778,0.777777777778,0.0,0.0,0.0,0.777777777778,1.0,0.875
b'down_sample',b'embedded: rlr_l1',b'knn',b'genomic_epidemiological',0.713651877829,1.0,0.666666666667,0.569196428571,0.6,0.75,0.75,0.0,0.0,0.0,0.771428571429,0.964285714286,0.857142857143
b'up_sample',b'embedded: rlr_l1',b'knn',b'genomic_epidemiological',0.719465229074,1.0,0.703427719821,0.707589285714,0.686868686869,0.75,0.75,0.333333333333,0.125,0.181818181818,0.787878787879,0.928571428571,0.852459016393
b'smote_sample',b'embedded: rlr_l1',b'knn',b'genomic_epidemiological',0.391518319772,0.657134146517,0.253181974544,0.497767857143,0.562962962963,0.277777777778,0.277777777778,0.2,0.75,0.315789473684,0.666666666667,0.142857142857,0.235294117647
