"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6988","1,0000","0,6044","0,5089","0,6315","0,5833","0,5833","0,1818","0,2500","0,2105","0,7600","0,6786","0,7170"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6985","1,0000","0,6375","0,5000","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6985","1,0000","0,6375","0,5000","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6985","1,0000","0,6375","0,5000","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6981","1,0000","0,6222","0,5848","0,5833","0,6667","0,6667","0,0000","0,0000","0,0000","0,7500","0,8571","0,8000"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6968","1,0000","0,7407","0,3929","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6930","1,0000","0,6667","0,5402","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6917","1,0000","0,6806","0,4911","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6915","0,9858","0,6375","0,5246","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6903","0,9858","0,6667","0,4330","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6899","1,0000","0,7034","0,5223","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6899","1,0000","0,7034","0,5223","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6899","1,0000","0,7034","0,5223","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6787","0,9858","0,6667","0,5313","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6770","1,0000","0,6667","0,6004","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6725","1,0000","0,5900","0,4955","0,5704","0,6111","0,6111","0,0000","0,0000","0,0000","0,7333","0,7857","0,7586"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6700","0,8811","0,5927","0,6473","0,7099","0,5556","0,5556","0,2778","0,6250","0,3846","0,8333","0,5357","0,6522"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,3795","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,3795","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6671","1,0000","0,6806","0,3795","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5179","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4375","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,3661","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,9785","0,6806","0,3906","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4129","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6670","0,7939","0,6523","0,3058","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6646","1,0000","0,6670","0,5000","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6635","1,0000","0,6806","0,4643","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6516","0,9456","0,5608","0,3906","0,6091","0,5278","0,5278","0,1538","0,2500","0,1905","0,7391","0,6071","0,6667"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6508","0,8367","0,6680","0,6473","0,7407","0,6389","0,6389","0,3333","0,6250","0,4348","0,8571","0,6429","0,7347"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6344","0,8494","0,6435","0,5424","0,7306","0,6111","0,6111","0,3125","0,6250","0,4167","0,8500","0,6071","0,7083"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6062","0,6248","0,5034","0,6429","0,7161","0,4722","0,4722","0,2609","0,7500","0,3871","0,8462","0,3929","0,5366"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5756","0,7596","0,4149","0,2656","0,5043","0,3611","0,3611","0,0588","0,1250","0,0800","0,6316","0,4286","0,5106"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,4025","0,6784","0,3106","0,5223","0,7000","0,3333","0,3333","0,2333","0,8750","0,3684","0,8333","0,1786","0,2941"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,2798","0,4277","0,1762","0,4509","0,5657","0,2500","0,2500","0,2121","0,8750","0,3415","0,6667","0,0714","0,1290"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,1013","0,0876","0,0808","0,5000","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
