"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,7506","1,0000","0,7219","0,4018","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,7477","1,0000","0,7034","0,4174","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,7243","0,9589","0,5829","0,4375","0,6204","0,5556","0,5556","0,1667","0,2500","0,2000","0,7500","0,6429","0,6923"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,7030","1,0000","0,6806","0,3705","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","rf","genomic_epidemiological","0,6966","0,9456","0,7007","0,4509","0,7078","0,6944","0,6944","0,3333","0,3750","0,3529","0,8148","0,7857","0,8000"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6931","1,0000","0,6667","0,4442","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6882","0,7998","0,6806","0,5268","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6827","1,0000","0,6806","0,4286","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","rf","genomic_epidemiological","0,6818","1,0000","0,6806","0,3884","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6818","1,0000","0,6806","0,3996","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6818","1,0000","0,6806","0,4487","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6781","1,0000","0,6806","0,3214","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
