"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"down_sample","filter: anova","rf","genomic_epidemiological","0,7292","0,8177","0,6350","0,5714","0,6713","0,6111","0,6111","0,2500","0,3750","0,3000","0,7917","0,6786","0,7308"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,7195","1,0000","0,7034","0,7076","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,7137","1,0000","0,6667","0,5692","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,7073","0,8684","0,6350","0,5714","0,6713","0,6111","0,6111","0,2500","0,3750","0,3000","0,7917","0,6786","0,7308"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,7073","1,0000","0,6806","0,5536","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","knn","genomic_epidemiological","0,7037","0,9712","0,6806","0,6317","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6959","1,0000","0,7407","0,5536","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6938","1,0000","0,6806","0,4821","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6899","1,0000","0,6806","0,5714","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6899","1,0000","0,6806","0,5714","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6899","1,0000","0,6806","0,5670","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6862","1,0000","0,6806","0,2701","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6827","1,0000","0,6806","0,6384","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6827","1,0000","0,6806","0,6384","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6827","1,0000","0,6806","0,6384","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6827","1,0000","0,6806","0,5134","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6822","1,0000","0,6806","0,4085","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6818","0,9485","0,6806","0,6071","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6783","1,0000","0,6806","0,4978","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6766","1,0000","0,6667","0,5826","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6718","1,0000","0,6670","0,6161","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6718","1,0000","0,6670","0,6183","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6718","1,0000","0,6670","0,6183","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,6228","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5112","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6667","0,3147","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,9562","0,7407","0,6094","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,7612","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,4397","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6100","1,0000","0,6670","0,6027","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,5912","0,8240","0,5152","0,4888","0,6416","0,4722","0,4722","0,2105","0,5000","0,2963","0,7647","0,4643","0,5778"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5853","0,7845","0,5829","0,4978","0,6204","0,5556","0,5556","0,1667","0,2500","0,2000","0,7500","0,6429","0,6923"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5831","0,4037","0,2378","0,3705","0,4828","0,2500","0,2500","0,1724","0,6250","0,2703","0,5714","0,1429","0,2286"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,4109","0,6924","0,5139","0,5893","0,8462","0,5000","0,5000","0,3077","1,0000","0,4706","1,0000","0,3571","0,5263"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,3915","0,6571","0,2532","0,4978","0,5630","0,2778","0,2778","0,2000","0,7500","0,3158","0,6667","0,1429","0,2353"
