"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6934","0,9562","0,6667","0,6071","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6872","1,0000","0,8111","0,7500","0,8229","0,8333","0,8333","0,7500","0,3750","0,5000","0,8438","0,9643","0,9000"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6872","1,0000","0,8111","0,7545","0,8229","0,8333","0,8333","0,7500","0,3750","0,5000","0,8438","0,9643","0,9000"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6872","1,0000","0,8111","0,7545","0,8229","0,8333","0,8333","0,7500","0,3750","0,5000","0,8438","0,9643","0,9000"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6818","1,0000","0,6806","0,6518","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6781","1,0000","0,6667","0,6652","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6781","1,0000","0,7407","0,7857","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6747","0,9637","0,6523","0,5558","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6741","1,0000","0,6667","0,7411","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6698","1,0000","0,6806","0,6384","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6695","1,0000","0,6667","0,7500","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6695","1,0000","0,6667","0,7411","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6679","1,0000","0,7219","0,6518","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6676","0,9646","0,6375","0,6138","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5246","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,7768","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,8024","0,6806","0,5402","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,7143","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5871","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6671","0,9248","0,6806","0,7388","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6669","1,0000","0,7481","0,7232","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6643","1,0000","0,7275","0,7054","0,7161","0,7500","0,7500","0,4000","0,2500","0,3077","0,8065","0,8929","0,8475"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6634","1,0000","0,6806","0,7746","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6602","1,0000","0,6667","0,6652","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6602","1,0000","0,6667","0,6652","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6602","1,0000","0,6667","0,6607","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6580","1,0000","0,6300","0,7188","0,6218","0,6389","0,6389","0,1429","0,1250","0,1333","0,7586","0,7857","0,7719"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6573","0,8367","0,7675","0,7567","0,8127","0,7500","0,7500","0,4615","0,7500","0,5714","0,9130","0,7500","0,8235"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6479","0,7252","0,6869","0,5804","0,6804","0,6944","0,6944","0,2857","0,2500","0,2667","0,7931","0,8214","0,8070"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6467","0,9002","0,6680","0,7411","0,7407","0,6389","0,6389","0,3333","0,6250","0,4348","0,8571","0,6429","0,7347"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6043","1,0000","0,7007","0,6786","0,7078","0,6944","0,6944","0,3333","0,3750","0,3529","0,8148","0,7857","0,8000"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,5968","0,7322","0,6184","0,6875","0,7203","0,5833","0,5833","0,2941","0,6250","0,4000","0,8421","0,5714","0,6809"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,5669","0,7791","0,6436","0,7299","0,7654","0,6111","0,6111","0,3333","0,7500","0,4615","0,8889","0,5714","0,6957"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,4384","0,6784","0,5852","0,6763","0,7929","0,5556","0,5556","0,3182","0,8750","0,4667","0,9286","0,4643","0,6190"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,3148","0,6280","0,2373","0,6830","0,8316","0,3056","0,3056","0,2424","1,0000","0,3902","1,0000","0,1071","0,1935"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,1013","0,1709","0,1363","0,5134","0,8286","0,2500","0,2500","0,2286","1,0000","0,3721","1,0000","0,0357","0,0690"
