"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,7234","0,9858","0,7219","0,5223","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6977","0,9718","0,6667","0,5089","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6901","0,8367","0,6572","0,6339","0,6828","0,6389","0,6389","0,2727","0,3750","0,3158","0,8000","0,7143","0,7547"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6895","1,0000","0,7222","0,5580","0,7222","0,7222","0,7222","0,3750","0,3750","0,3750","0,8214","0,8214","0,8214"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6792","1,0000","0,7407","0,5647","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6783","1,0000","0,7219","0,6272","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6782","1,0000","0,6806","0,5781","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6762","1,0000","0,7034","0,6071","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6762","1,0000","0,7034","0,6071","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6762","1,0000","0,7034","0,6027","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6761","0,9069","0,6670","0,4598","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6746","1,0000","0,7034","0,4911","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6746","1,0000","0,7034","0,4911","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6746","1,0000","0,7034","0,4911","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6744","0,9656","0,7007","0,5246","0,7078","0,6944","0,6944","0,3333","0,3750","0,3529","0,8148","0,7857","0,8000"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6711","0,9523","0,7072","0,5179","0,6963","0,7222","0,7222","0,3333","0,2500","0,2857","0,8000","0,8571","0,8276"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6710","1,0000","0,6806","0,5848","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6690","0,9861","0,6300","0,6429","0,6218","0,6389","0,6389","0,1429","0,1250","0,1333","0,7586","0,7857","0,7719"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,7407","0,5915","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5871","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,7414","0,6806","0,5201","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,6049","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,7076","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,7407","0,5134","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6636","1,0000","0,6806","0,6964","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6466","0,6889","0,6872","0,5893","0,7222","0,6667","0,6667","0,3333","0,5000","0,4000","0,8333","0,7143","0,7692"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6269","1,0000","0,7481","0,5580","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6269","1,0000","0,7034","0,5536","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6269","1,0000","0,7481","0,5580","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6211","0,8113","0,5676","0,6741","0,6663","0,5278","0,5278","0,2353","0,5000","0,3200","0,7895","0,5357","0,6383"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6099","0,6770","0,6872","0,6473","0,7222","0,6667","0,6667","0,3333","0,5000","0,4000","0,8333","0,7143","0,7692"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,5583","0,7727","0,6944","0,5893","0,7833","0,6667","0,6667","0,3750","0,7500","0,5000","0,9000","0,6429","0,7500"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,5314","0,9724","0,7222","0,5848","0,7222","0,7222","0,7222","0,3750","0,3750","0,3750","0,8214","0,8214","0,8214"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,4275","0,5997","0,4722","0,4754","0,7037","0,4444","0,4444","0,2500","0,7500","0,3750","0,8333","0,3571","0,5000"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,3186","0,4827","0,1762","0,3281","0,5657","0,2500","0,2500","0,2121","0,8750","0,3415","0,6667","0,0714","0,1290"
"smote_sample","filter: anova","knn","genomic_epidemiological","0,0985","0,1709","0,0808","0,4196","0,0494","0,2222","0,2222","0,2222","1,0000","0,3636","0,0000","0,0000","0,0000"
