"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,7079","0,9790","0,7915","0,7098","0,8241","0,7778","0,7778","0,5000","0,7500","0,6000","0,9167","0,7857","0,8462"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6878","0,9430","0,6523","0,4018","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6836","0,6953","0,7551","0,6875","0,7613","0,7500","0,7500","0,4444","0,5000","0,4706","0,8519","0,8214","0,8364"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6827","1,0000","0,6806","0,5737","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6822","1,0000","0,7481","0,6183","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6782","1,0000","0,6852","0,5848","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6714","1,0000","0,6667","0,6161","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6714","1,0000","0,6667","0,6161","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6714","1,0000","0,6667","0,6161","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6707","0,9788","0,7657","0,6897","0,7593","0,7778","0,7778","0,5000","0,3750","0,4286","0,8333","0,8929","0,8621"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4844","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,6049","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4911","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,8911","0,6806","0,6049","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6667","0,5513","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,7407","0,6027","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,7277","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,6674","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6671","0,9083","0,6806","0,5960","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6614","0,9788","0,7007","0,5893","0,7078","0,6944","0,6944","0,3333","0,3750","0,3529","0,8148","0,7857","0,8000"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6477","1,0000","0,7481","0,6696","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6477","1,0000","0,7481","0,6696","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6477","1,0000","0,7481","0,6696","0,7431","0,7778","0,7778","0,5000","0,2500","0,3333","0,8125","0,9286","0,8667"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6462","0,9792","0,7881","0,7232","0,7857","0,8056","0,8056","0,6000","0,3750","0,4615","0,8387","0,9286","0,8814"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6441","1,0000","0,6872","0,6563","0,7222","0,6667","0,6667","0,3333","0,5000","0,4000","0,8333","0,7143","0,7692"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6380","0,8232","0,6642","0,5379","0,7109","0,6389","0,6389","0,3077","0,5000","0,3810","0,8261","0,6786","0,7451"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6380","0,9861","0,7393","0,6228","0,7731","0,7222","0,7222","0,4167","0,6250","0,5000","0,8750","0,7500","0,8077"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6330","0,9386","0,6350","0,7054","0,6713","0,6111","0,6111","0,2500","0,3750","0,3000","0,7917","0,6786","0,7308"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6162","0,8939","0,6436","0,7857","0,7654","0,6111","0,6111","0,3333","0,7500","0,4615","0,8889","0,5714","0,6957"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,5965","0,9002","0,7393","0,6473","0,7731","0,7222","0,7222","0,4167","0,6250","0,5000","0,8750","0,7500","0,8077"
