"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,7382","0,7988","0,5556","0,4063","0,5556","0,5556","0,5556","0,0000","0,0000","0,0000","0,7143","0,7143","0,7143"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6968","1,0000","0,7219","0,6161","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6867","0,9930","0,6670","0,3504","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6838","0,9930","0,7275","0,5089","0,7161","0,7500","0,7500","0,4000","0,2500","0,3077","0,8065","0,8929","0,8475"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6818","1,0000","0,6667","0,4241","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6818","1,0000","0,6806","0,4129","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6762","0,9930","0,6852","0,4710","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6734","1,0000","0,6667","0,5045","0,6000","0,7500","0,7500","0,0000","0,0000","0,0000","0,7714","0,9643","0,8571"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6732","1,0000","0,6806","0,3036","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6732","1,0000","0,6806","0,3036","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6732","1,0000","0,6806","0,3036","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6724","1,0000","0,7275","0,4107","0,7161","0,7500","0,7500","0,4000","0,2500","0,3077","0,8065","0,8929","0,8475"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6724","1,0000","0,7275","0,4107","0,7161","0,7500","0,7500","0,4000","0,2500","0,3077","0,8065","0,8929","0,8475"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6710","0,9650","0,7407","0,5313","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6699","1,0000","0,6806","0,3013","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,5603","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4241","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4621","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
