"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,7143","0,9930","0,6869","0,5737","0,6804","0,6944","0,6944","0,2857","0,2500","0,2667","0,7931","0,8214","0,8070"
"smote_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,7095","1,0000","0,6806","0,5647","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,7088","1,0000","0,6670","0,4754","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,7030","1,0000","0,7407","0,5982","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,7010","1,0000","0,6852","0,5179","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6989","1,0000","0,7219","0,4732","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6925","1,0000","0,6375","0,4799","0,5892","0,6944","0,6944","0,0000","0,0000","0,0000","0,7576","0,8929","0,8197"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6920","1,0000","0,6806","0,5402","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6888","0,8748","0,6350","0,5938","0,6713","0,6111","0,6111","0,2500","0,3750","0,3000","0,7917","0,6786","0,7308"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6875","1,0000","0,7275","0,4777","0,7161","0,7500","0,7500","0,4000","0,2500","0,3077","0,8065","0,8929","0,8475"
"raw","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6854","1,0000","0,7034","0,4598","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6854","1,0000","0,7034","0,4643","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"smote_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,6854","1,0000","0,7034","0,4643","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6821","1,0000","0,6523","0,4732","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6818","1,0000","0,6806","0,6049","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","filter: anova","rf","genomic_epidemiological","0,6818","1,0000","0,6806","0,4152","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","filter: anova","knn","genomic_epidemiological","0,6818","0,9929","0,7407","0,5469","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"up_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6796","1,0000","0,7407","0,6094","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","wrapper: rfe_lr","rf","genomic_epidemiological","0,6770","1,0000","0,6806","0,5335","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6726","0,6093","0,6350","0,4063","0,6713","0,6111","0,6111","0,2500","0,3750","0,3000","0,7917","0,6786","0,7308"
"raw","filter: anova","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,4420","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","knn","genomic_epidemiological","0,6671","0,9329","0,6806","0,4888","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","knn","genomic_epidemiological","0,6671","0,9562","0,7407","0,5960","0,8444","0,8056","0,8056","1,0000","0,1250","0,2222","0,8000","1,0000","0,8889"
"raw","wrapper: rfe_lr","knn","genomic_epidemiological","0,6671","0,6667","0,6806","0,6496","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","embedded: rlr_l1","rf","genomic_epidemiological","0,6671","1,0000","0,6806","0,6138","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"raw","filter: anova","linear_svm","genomic_epidemiological","0,6599","1,0000","0,7034","0,5804","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"up_sample","filter: anova","linear_svm","genomic_epidemiological","0,6599","1,0000","0,7034","0,5804","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"smote_sample","filter: anova","linear_svm","genomic_epidemiological","0,6599","1,0000","0,7034","0,5804","0,6869","0,7500","0,7500","0,3333","0,1250","0,1818","0,7879","0,9286","0,8525"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,6530","0,9792","0,6670","0,6339","0,6466","0,6944","0,6944","0,2000","0,1250","0,1538","0,7742","0,8571","0,8136"
"down_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6477","0,8431","0,7007","0,6362","0,7078","0,6944","0,6944","0,3333","0,3750","0,3529","0,8148","0,7857","0,8000"
"up_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,6476","0,7012","0,6184","0,6942","0,7203","0,5833","0,5833","0,2941","0,6250","0,4000","0,8421","0,5714","0,6809"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6132","0,8684","0,7778","0,6496","0,7778","0,7778","0,7778","0,5000","0,5000","0,5000","0,8571","0,8571","0,8571"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6130","0,8684","0,5895","0,4241","0,6486","0,5556","0,5556","0,2143","0,3750","0,2727","0,7727","0,6071","0,6800"
"smote_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,4935","0,6924","0,3333","0,5268","0,6310","0,3333","0,3333","0,2143","0,7500","0,3333","0,7500","0,2143","0,3333"
"smote_sample","wrapper: rfe_lr","knn","genomic_epidemiological","0,4328","0,5824","0,3705","0,4286","0,6543","0,3611","0,3611","0,2222","0,7500","0,3429","0,7778","0,2500","0,3784"
