"sampling","fs","classifier","data","cv f1","train f1","test f1","test auc","test precision","test recall","test accuracy","test precision (1)","test recall (1)","test f1 (1)","test precision (0)","test recall (0)","test f1 (0)"
"down_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,7513","0,9930","0,6667","0,5670","0,6667","0,6667","0,6667","0,2500","0,2500","0,2500","0,7857","0,7857","0,7857"
"down_sample","filter: anova","knn","genomic_epidemiological","0,7134","0,9858","0,6852","0,6830","0,6632","0,7222","0,7222","0,2500","0,1250","0,1667","0,7813","0,8929","0,8333"
"down_sample","filter: anova","linear_svm","genomic_epidemiological","0,7055","0,9930","0,7222","0,6339","0,7222","0,7222","0,7222","0,3750","0,3750","0,3750","0,8214","0,8214","0,8214"
"up_sample","filter: anova","knn","genomic_epidemiological","0,7023","0,9715","0,7219","0,7768","0,7288","0,7778","0,7778","0,5000","0,1250","0,2000","0,7941","0,9643","0,8710"
"down_sample","embedded: rlr_l1","linear_svm","genomic_epidemiological","0,7011","1,0000","0,6486","0,5804","0,6333","0,6667","0,6667","0,1667","0,1250","0,1429","0,7667","0,8214","0,7931"
"up_sample","filter: anova","rf","genomic_epidemiological","0,6978","1,0000","0,6806","0,6585","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"smote_sample","embedded: rlr_l1","rf","genomic_epidemiological","0,6974","1,0000","0,6806","0,6004","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"up_sample","embedded: rlr_l1","knn","genomic_epidemiological","0,6955","0,9861","0,6462","0,6317","0,6543","0,6389","0,6389","0,2222","0,2500","0,2353","0,7778","0,7500","0,7636"
"down_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6863","0,9930","0,6486","0,6116","0,6333","0,6667","0,6667","0,1667","0,1250","0,1429","0,7667","0,8214","0,7931"
"up_sample","wrapper: rfe_lr","rf","genomic_epidemiological","0,6853","1,0000","0,6806","0,6406","0,6049","0,7778","0,7778","0,0000","0,0000","0,0000","0,7778","1,0000","0,8750"
"down_sample","filter: anova","rf","genomic_epidemiological","0,6823","0,9391","0,5926","0,6250","0,6778","0,5556","0,5556","0,2500","0,5000","0,3333","0,8000","0,5714","0,6667"
"raw","embedded: rlr_l1","knn","genomic_epidemiological","0,6822","0,9858","0,6523","0,4777","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"raw","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6822","1,0000","0,6523","0,6205","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"up_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6822","1,0000","0,6523","0,6250","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
"smote_sample","wrapper: rfe_lr","linear_svm","genomic_epidemiological","0,6822","1,0000","0,6523","0,6250","0,5948","0,7222","0,7222","0,0000","0,0000","0,0000","0,7647","0,9286","0,8387"
